,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,result
895,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,0
251,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,0
132,0.54,0.49,0.49,0.2,0.5,0.0,0.52,0.22,0
806,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
1119,0.47,0.41,0.53,0.27,0.5,0.0,0.47,0.25,0
1099,0.46,0.61,0.55,0.29,0.5,0.0,0.49,0.22,0
79,0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22,0
385,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,0
177,0.7,0.65,0.54,0.28,0.5,0.0,0.6,0.4,0
1404,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,0
1344,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,0
727,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,0
1016,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,0
434,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,0
119,0.26,0.36,0.47,0.34,0.5,0.0,0.53,0.72,0
1362,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,0
323,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,0
1417,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,0
147,0.49,0.43,0.51,0.13,0.5,0.0,0.47,0.22,0
289,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25,0
1432,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,0
21,0.46,0.53,0.52,0.15,0.5,0.0,0.58,0.22,0
1124,0.54,0.54,0.56,0.18,0.5,0.0,0.46,0.29,0
410,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,0
20,0.43,0.53,0.52,0.13,0.5,0.0,0.55,0.22,0
690,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,0
762,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,0
702,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,0
1243,0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22,0
1044,0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22,0
980,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26,0
640,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,0
1114,0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22,0
883,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,0
1435,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,0
760,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,0
1301,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,0
162,0.57,0.57,0.44,0.37,0.5,0.0,0.52,0.25,0
1326,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,0
759,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,0
886,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,0
710,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,0
697,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,0
909,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,0
726,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,0
1240,0.29,0.43,0.4,0.15,0.5,0.0,0.53,0.22,0
685,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,0
1046,0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
1359,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,0
478,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,0
1073,0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22,0
832,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,0
941,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,0
53,0.6,0.47,0.45,0.22,0.5,0.0,0.51,0.29,0
133,0.42,0.51,0.5,0.12,0.5,0.0,0.52,0.46,0
494,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,0
684,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,0
115,0.47,0.32,0.64,0.3,0.5,0.0,0.63,0.22,0
520,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,0
283,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31,0
1337,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,0
533,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,0
43,0.48,0.39,0.51,0.21,0.5,0.0,0.52,0.28,0
195,0.53,0.53,0.6,0.13,0.5,0.0,0.49,0.22,0
134,0.57,0.51,0.53,0.18,0.5,0.0,0.56,0.25,0
11,0.4,0.42,0.57,0.35,0.5,0.0,0.53,0.25,0
1151,0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,0
354,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,0
1390,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,0
1202,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,0
1076,0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22,0
86,0.48,0.23,0.57,0.27,0.5,0.0,0.48,0.47,0
692,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,0
150,0.31,0.55,0.52,0.17,0.5,0.0,0.52,0.22,0
1445,0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,0
1372,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,0
511,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,0
612,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,0
414,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,0
978,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26,0
266,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22,0
936,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,0
1127,0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,0
666,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,0
1425,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,0
645,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,0
554,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,0
1058,0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38,0
276,0.44,0.44,0.49,0.15,0.5,0.0,0.46,0.27,0
1218,0.26,0.44,0.3,0.11,0.5,0.0,0.51,0.47,0
140,0.48,0.61,0.44,0.2,0.5,0.0,0.47,0.22,0
952,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,0
756,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,0
255,0.58,0.6,0.51,0.24,0.5,0.0,0.53,0.22,0
310,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,0
463,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,0
470,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,0
522,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,0
1316,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,0
1429,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,0
70,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,0
1216,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29,0
340,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,0
680,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,0
104,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27,0
1348,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,0
746,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,0
1379,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,0
63,0.63,0.53,0.54,0.4,0.5,0.0,0.5,0.22,0
1297,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,0
96,0.59,0.67,0.56,0.41,0.5,0.0,0.47,0.22,0
847,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,0
105,0.53,0.51,0.55,0.05,0.5,0.0,0.45,0.25,0
142,0.21,0.41,0.55,0.11,0.5,0.0,0.5,0.27,0
900,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,0
988,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,0
1420,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,0
180,0.56,0.41,0.58,0.21,0.5,0.0,0.42,0.22,0
336,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,0
399,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,0
964,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22,0
1187,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,0
260,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22,0
436,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,0
823,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,0
1368,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,0
903,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,0
1191,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25,0
1206,0.45,0.51,0.5,0.16,0.5,0.0,0.52,1.0,0
600,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,0
1120,0.39,0.56,0.34,0.18,0.5,0.0,0.49,0.22,0
633,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,0
1408,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,0
553,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,0
659,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,0
314,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,0
16,0.61,0.6,0.55,0.21,0.5,0.0,0.5,0.25,0
1393,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
245,0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22,0
1355,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,0
297,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,0
1392,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,0
1056,0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31,0
1186,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,0
581,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,0
930,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,0
188,0.82,0.78,0.49,0.23,0.5,0.0,0.46,0.22,0
1327,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,0
1020,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,0
465,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,0
401,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,0
122,0.44,0.39,0.53,0.14,0.5,0.0,0.54,0.44,0
130,0.71,0.59,0.48,0.43,0.5,0.0,0.59,0.22,0
891,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,0
876,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,0
168,0.49,0.6,0.43,0.56,0.5,0.0,0.36,0.22,0
1166,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,0
715,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,0
803,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,0
1280,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,0
301,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,0
1148,0.49,0.55,0.35,0.23,0.5,0.0,0.57,0.22,0
971,0.41,0.35,0.6,0.22,0.5,0.0,0.56,0.79,0
1353,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,0
320,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,0
1251,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,0
875,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,0
481,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,0
531,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,0
808,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
1180,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,0
1199,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43,0
496,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,0
1419,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,0
1386,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,0
290,0.17,0.38,0.45,0.09,0.5,0.0,0.54,0.27,0
398,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,0
814,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,0
101,0.67,0.62,0.54,0.43,0.5,0.0,0.53,0.22,0
1204,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,0
1324,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,0
193,0.53,0.44,0.51,0.33,0.5,0.0,0.52,0.22,0
395,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,0
360,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,0
189,0.82,0.75,0.54,0.23,0.5,0.0,0.46,0.22,0
566,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,0
1223,0.32,0.57,0.5,0.15,0.5,0.0,0.53,0.22,0
158,0.52,0.56,0.54,0.53,0.5,0.0,0.45,0.22,0
1467,0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25,0
109,0.6,0.5,0.57,0.25,0.5,0.0,0.41,0.26,0
94,0.44,0.52,0.41,0.23,0.5,0.0,0.51,0.22,0
240,0.36,0.46,0.43,0.19,0.5,0.0,0.48,0.22,0
1352,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,0
1382,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,0
1394,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
1232,0.41,0.45,0.53,0.17,0.5,0.0,0.51,0.25,0
643,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,0
54,0.34,0.46,0.57,0.09,0.5,0.0,0.55,0.22,0
252,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25,0
60,0.45,0.55,0.54,0.66,0.5,0.0,0.47,0.22,0
5,0.5,0.54,0.48,0.65,0.5,0.0,0.53,0.22,0
739,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,0
153,0.37,0.42,0.51,0.11,0.5,0.0,0.57,0.22,0
1143,0.2,0.6,0.5,0.29,0.5,0.0,0.51,0.22,0
1041,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,0
352,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,0
839,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,0
216,0.47,0.65,0.54,0.62,0.5,0.0,0.53,0.36,0
675,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,0
403,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,0
879,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,0
1391,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,0
341,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,0
504,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,0
621,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22,0
80,0.61,0.72,0.39,0.33,0.5,0.0,0.58,0.22,0
582,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,0
428,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,0
333,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,0
204,0.39,0.28,0.46,0.12,0.5,0.0,0.41,0.22,0
186,0.31,0.46,0.54,0.52,0.5,0.0,0.5,0.34,0
199,0.27,0.39,0.66,0.11,0.5,0.0,0.44,0.22,0
175,0.77,0.79,0.58,0.23,0.5,0.0,0.48,0.22,0
665,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,0
1285,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,0
1040,0.79,0.62,0.35,0.35,0.5,0.0,0.6,0.28,0
1252,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,0
1198,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22,0
1266,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,0
1321,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,0
1192,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,0
1066,0.73,0.59,0.35,0.15,0.5,0.0,0.54,0.22,0
64,0.5,0.54,0.53,0.54,0.5,0.0,0.51,0.27,0
1483,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,0
572,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,0
693,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,0
1377,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,0
51,0.41,0.46,0.59,0.19,0.5,0.0,0.58,0.27,0
540,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,0
304,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,0
811,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
1001,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,0
1249,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,0
734,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,0
330,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,0
840,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,0
207,0.35,0.4,0.59,0.22,0.5,0.0,0.47,0.37,0
370,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,0
1413,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,0
1122,0.32,0.45,0.39,0.14,0.5,0.0,0.45,0.22,0
528,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,0
828,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,0
908,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,0
1154,0.51,0.59,0.46,0.13,0.5,0.0,0.48,0.22,0
922,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,0
1140,0.38,0.67,0.33,0.17,0.5,0.0,0.51,0.22,0
181,0.58,0.56,0.45,0.12,0.5,0.0,0.51,0.22,0
1460,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,0
996,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
78,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,0
472,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,0
338,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,0
588,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,0
313,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,0
396,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,0
1068,0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22,0
923,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,0
571,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,0
102,0.59,0.6,0.49,0.43,0.5,0.0,0.53,0.31,0
1405,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,0
141,0.66,0.45,0.5,0.23,0.5,0.0,0.49,0.22,0
848,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,0
495,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,0
174,0.52,0.4,0.6,0.12,0.5,0.0,0.55,0.22,0
821,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,0
1022,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,0
543,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,0
1424,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,0
125,0.36,0.68,0.46,0.16,0.5,0.0,0.53,0.28,0
812,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,0
1273,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,0
1472,0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22,0
623,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,0
683,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,0
1456,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,0
126,0.42,0.31,0.5,0.15,0.5,0.0,0.53,0.22,0
77,0.49,0.61,0.49,0.25,0.5,0.0,0.5,0.28,0
469,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,0
159,0.58,0.58,0.58,0.49,0.5,0.0,0.49,0.26,0
322,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,0
1338,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,0
624,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,0
319,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,0
1072,0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27,0
489,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,0
704,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,0
1263,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,0
973,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22,0
1085,0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,0
384,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,0
549,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,0
1233,0.46,0.54,0.71,0.15,0.5,0.0,0.59,0.22,0
817,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,0
277,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22,0
441,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,0
1034,0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25,0
526,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,0
293,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,0
542,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,0
1332,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,0
3,0.42,0.44,0.48,0.54,0.5,0.0,0.48,0.22,0
565,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,0
69,0.54,0.52,0.63,0.37,0.5,0.0,0.46,0.22,0
84,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22,0
893,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,0
541,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,0
958,0.44,0.4,0.53,0.19,0.5,0.0,0.48,0.27,0
427,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,0
238,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,0
985,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,0
880,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,0
744,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,0
44,0.45,0.46,0.55,0.43,0.5,0.0,0.55,0.38,0
1158,0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,0
107,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22,0
627,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,0
1307,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,0
1468,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,0
1227,0.5,0.41,0.44,0.5,0.5,0.0,0.42,0.22,0
282,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,0
1195,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,0
521,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,0
114,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3,0
757,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,0
1250,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22,0
935,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,0
583,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,0
438,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,0
1270,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,0
595,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,0
833,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,0
152,0.59,0.5,0.52,0.28,0.5,0.0,0.55,0.25,0
907,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,0
1222,0.48,0.64,0.61,0.23,0.5,0.0,0.6,0.22,0
917,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,0
781,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,0
691,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,0
854,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,0
285,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54,0
353,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,0
788,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,0
789,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,0
950,0.46,0.41,0.43,0.18,0.5,0.0,0.54,0.22,0
550,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,0
387,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,0
480,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,0
464,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,0
652,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,0
901,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,0
961,0.55,0.41,0.67,0.61,0.5,0.0,0.49,0.14,0
1291,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,0
959,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38,0
564,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,0
515,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,0
209,0.23,0.2,0.53,0.2,0.5,0.0,0.44,0.22,0
90,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,0
712,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,0
709,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,0
222,0.46,0.43,0.49,0.79,0.5,0.0,0.49,0.63,0
1383,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,0
1142,0.5,0.63,0.45,0.13,0.5,0.0,0.45,0.32,0
861,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,0
257,0.33,0.44,0.49,0.08,0.5,0.0,0.48,0.49,0
1287,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,0
498,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,0
275,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22,0
672,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,0
579,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,0
306,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,0
1296,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,0
331,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,0
714,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,0
721,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,0
405,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,0
