buying,maint,doors,persons,lug_boot,safety,class
high,med,5more,more,small,med,Bad
high,med,5more,more,small,high,Good
high,med,5more,more,med,low,Bad
high,med,5more,more,med,med,Good
high,med,5more,more,med,high,Good
high,med,5more,more,big,low,Bad
high,med,5more,more,big,med,Good
high,med,5more,more,big,high,Good
high,low,2,2,small,low,Bad
high,low,2,2,small,med,Bad
high,low,2,2,small,high,Bad
high,low,2,2,med,low,Bad
high,low,2,2,med,med,Bad
high,low,2,2,med,high,Bad
high,low,2,2,big,low,Bad
high,low,2,2,big,med,Bad
high,low,2,2,big,high,Bad
high,low,2,4,small,low,Bad
high,low,2,4,small,med,Bad
high,low,2,4,small,high,Good
high,low,2,4,med,low,Bad
high,low,2,4,med,med,Bad
high,low,2,4,med,high,Good
high,low,2,4,big,low,Bad
high,low,2,4,big,med,Good
high,low,2,4,big,high,Good
high,low,2,more,small,low,Bad
high,low,2,more,small,med,Bad
high,low,2,more,small,high,Bad
high,low,2,more,med,low,Bad
high,low,2,more,med,med,Bad
high,low,2,more,med,high,Good
high,low,2,more,big,low,Bad
high,low,2,more,big,med,Good
high,low,2,more,big,high,Good
high,low,3,2,small,low,Bad
high,low,3,2,small,med,Bad
high,low,3,2,small,high,Bad
high,low,3,2,med,low,Bad
high,low,3,2,med,med,Bad
high,low,3,2,med,high,Bad
high,low,3,2,big,low,Bad
high,low,3,2,big,med,Bad
high,low,3,2,big,high,Bad
high,low,3,4,small,low,Bad
high,low,3,4,small,med,Bad
high,low,3,4,small,high,Good
high,low,3,4,med,low,Bad
high,low,3,4,med,med,Bad
high,low,3,4,med,high,Good
high,low,3,4,big,low,Bad
high,low,3,4,big,med,Good
high,low,3,4,big,high,Good
high,low,3,more,small,low,Bad
high,low,3,more,small,med,Bad
high,low,3,more,small,high,Good
high,low,3,more,med,low,Bad
high,low,3,more,med,med,Good
high,low,3,more,med,high,Good
high,low,3,more,big,low,Bad
high,low,3,more,big,med,Good
high,low,3,more,big,high,Good
high,low,4,2,small,low,Bad
high,low,4,2,small,med,Bad
high,low,4,2,small,high,Bad
high,low,4,2,med,low,Bad
high,low,4,2,med,med,Bad
high,low,4,2,med,high,Bad
high,low,4,2,big,low,Bad
high,low,4,2,big,med,Bad
high,low,4,2,big,high,Bad
high,low,4,4,small,low,Bad
high,low,4,4,small,med,Bad
high,low,4,4,small,high,Good
high,low,4,4,med,low,Bad
high,low,4,4,med,med,Good
high,low,4,4,med,high,Good
high,low,4,4,big,low,Bad
high,low,4,4,big,med,Good
high,low,4,4,big,high,Good
high,low,4,more,small,low,Bad
high,low,4,more,small,med,Bad
high,low,4,more,small,high,Good
high,low,4,more,med,low,Bad
high,low,4,more,med,med,Good
high,low,4,more,med,high,Good
high,low,4,more,big,low,Bad
high,low,4,more,big,med,Good
high,low,4,more,big,high,Good
high,low,5more,2,small,low,Bad
high,low,5more,2,small,med,Bad
high,low,5more,2,small,high,Bad
high,low,5more,2,med,low,Bad
high,low,5more,2,med,med,Bad
high,low,5more,2,med,high,Bad
high,low,5more,2,big,low,Bad
high,low,5more,2,big,med,Bad
high,low,5more,2,big,high,Bad
high,low,5more,4,small,low,Bad
high,low,5more,4,small,med,Bad
high,low,5more,4,small,high,Good
high,low,5more,4,med,low,Bad
high,low,5more,4,med,med,Good
high,low,5more,4,med,high,Good
high,low,5more,4,big,low,Bad
high,low,5more,4,big,med,Good
high,low,5more,4,big,high,Good
high,low,5more,more,small,low,Bad
high,low,5more,more,small,med,Bad
high,low,5more,more,small,high,Good
high,low,5more,more,med,low,Bad
high,low,5more,more,med,med,Good
high,low,5more,more,med,high,Good
high,low,5more,more,big,low,Bad
high,low,5more,more,big,med,Good
high,low,5more,more,big,high,Good
med,vhigh,2,2,small,low,Bad
med,vhigh,2,2,small,med,Bad
med,vhigh,2,2,small,high,Bad
med,vhigh,2,2,med,low,Bad
med,vhigh,2,2,med,med,Bad
med,vhigh,2,2,med,high,Bad
med,vhigh,2,2,big,low,Bad
med,vhigh,2,2,big,med,Bad
med,vhigh,2,2,big,high,Bad
med,vhigh,2,4,small,low,Bad
med,vhigh,2,4,small,med,Bad
med,vhigh,2,4,small,high,Good
med,vhigh,2,4,med,low,Bad
med,vhigh,2,4,med,med,Bad
med,vhigh,2,4,med,high,Good
med,vhigh,2,4,big,low,Bad
med,vhigh,2,4,big,med,Good
med,vhigh,2,4,big,high,Good
med,vhigh,2,more,small,low,Bad
med,vhigh,2,more,small,med,Bad
med,vhigh,2,more,small,high,Bad
med,vhigh,2,more,med,low,Bad
med,vhigh,2,more,med,med,Bad
med,vhigh,2,more,med,high,Good
med,vhigh,2,more,big,low,Bad
med,vhigh,2,more,big,med,Good
med,vhigh,2,more,big,high,Good
med,vhigh,3,2,small,low,Bad
med,vhigh,3,2,small,med,Bad
med,vhigh,3,2,small,high,Bad
med,vhigh,3,2,med,low,Bad
med,vhigh,3,2,med,med,Bad
med,vhigh,3,2,med,high,Bad
med,vhigh,3,2,big,low,Bad
med,vhigh,3,2,big,med,Bad
med,vhigh,3,2,big,high,Bad
med,vhigh,3,4,small,low,Bad
med,vhigh,3,4,small,med,Bad
med,vhigh,3,4,small,high,Good
med,vhigh,3,4,med,low,Bad
med,vhigh,3,4,med,med,Bad
med,vhigh,3,4,med,high,Good
med,vhigh,3,4,big,low,Bad
med,vhigh,3,4,big,med,Good
med,vhigh,3,4,big,high,Good
med,vhigh,3,more,small,low,Bad
med,vhigh,3,more,small,med,Bad
med,vhigh,3,more,small,high,Good
med,vhigh,3,more,med,low,Bad
med,vhigh,3,more,med,med,Good
med,vhigh,3,more,med,high,Good
med,vhigh,3,more,big,low,Bad
med,vhigh,3,more,big,med,Good
med,vhigh,3,more,big,high,Good
med,vhigh,4,2,small,low,Bad
med,vhigh,4,2,small,med,Bad
med,vhigh,4,2,small,high,Bad
med,vhigh,4,2,med,low,Bad
med,vhigh,4,2,med,med,Bad
med,vhigh,4,2,med,high,Bad
med,vhigh,4,2,big,low,Bad
med,vhigh,4,2,big,med,Bad
med,vhigh,4,2,big,high,Bad
med,vhigh,4,4,small,low,Bad
med,vhigh,4,4,small,med,Bad
med,vhigh,4,4,small,high,Good
med,vhigh,4,4,med,low,Bad
med,vhigh,4,4,med,med,Good
med,vhigh,4,4,med,high,Good
med,vhigh,4,4,big,low,Bad
med,vhigh,4,4,big,med,Good
med,vhigh,4,4,big,high,Good
med,vhigh,4,more,small,low,Bad
med,vhigh,4,more,small,med,Bad
med,vhigh,4,more,small,high,Good
med,vhigh,4,more,med,low,Bad
med,vhigh,4,more,med,med,Good
med,vhigh,4,more,med,high,Good
med,vhigh,4,more,big,low,Bad
med,vhigh,4,more,big,med,Good
med,vhigh,4,more,big,high,Good
med,vhigh,5more,2,small,low,Bad
med,vhigh,5more,2,small,med,Bad
med,vhigh,5more,2,small,high,Bad
med,vhigh,5more,2,med,low,Bad
med,vhigh,5more,2,med,med,Bad
med,vhigh,5more,2,med,high,Bad
med,vhigh,5more,2,big,low,Bad
med,vhigh,5more,2,big,med,Bad
med,vhigh,5more,2,big,high,Bad
med,vhigh,5more,4,small,low,Bad
med,vhigh,5more,4,small,med,Bad
med,vhigh,5more,4,small,high,Good
med,vhigh,5more,4,med,low,Bad
med,vhigh,5more,4,med,med,Good
med,vhigh,5more,4,med,high,Good
med,vhigh,5more,4,big,low,Bad
med,vhigh,5more,4,big,med,Good
med,vhigh,5more,4,big,high,Good
med,vhigh,5more,more,small,low,Bad
med,vhigh,5more,more,small,med,Bad
med,vhigh,5more,more,small,high,Good
med,vhigh,5more,more,med,low,Bad
med,vhigh,5more,more,med,med,Good
med,vhigh,5more,more,med,high,Good
med,vhigh,5more,more,big,low,Bad
med,vhigh,5more,more,big,med,Good
med,vhigh,5more,more,big,high,Good
med,high,2,2,small,low,Bad
med,high,2,2,small,med,Bad
med,high,2,2,small,high,Bad
med,high,2,2,med,low,Bad
med,high,2,2,med,med,Bad
med,high,2,2,med,high,Bad
med,high,2,2,big,low,Bad
med,high,2,2,big,med,Bad
med,high,2,2,big,high,Bad
med,high,2,4,small,low,Bad
med,high,2,4,small,med,Bad
med,high,2,4,small,high,Good
med,high,2,4,med,low,Bad
med,high,2,4,med,med,Bad
med,high,2,4,med,high,Good
med,high,2,4,big,low,Bad
med,high,2,4,big,med,Good
med,high,2,4,big,high,Good
med,high,2,more,small,low,Bad
med,high,2,more,small,med,Bad
med,high,2,more,small,high,Bad
med,high,2,more,med,low,Bad
med,high,2,more,med,med,Bad
med,high,2,more,med,high,Good
med,high,2,more,big,low,Bad
med,high,2,more,big,med,Good
med,high,2,more,big,high,Good
med,high,3,2,small,low,Bad
med,high,3,2,small,med,Bad
med,high,3,2,small,high,Bad
med,high,3,2,med,low,Bad
med,high,3,2,med,med,Bad
med,high,3,2,med,high,Bad
med,high,3,2,big,low,Bad
med,high,3,2,big,med,Bad
med,high,3,2,big,high,Bad
med,high,3,4,small,low,Bad
med,high,3,4,small,med,Bad
med,high,3,4,small,high,Good
med,high,3,4,med,low,Bad
med,high,3,4,med,med,Bad
med,high,3,4,med,high,Good
med,high,3,4,big,low,Bad
med,high,3,4,big,med,Good
med,high,3,4,big,high,Good
med,high,3,more,small,low,Bad
med,high,3,more,small,med,Bad
med,high,3,more,small,high,Good
med,high,3,more,med,low,Bad
med,high,3,more,med,med,Good
med,high,3,more,med,high,Good
med,high,3,more,big,low,Bad
med,high,3,more,big,med,Good
med,high,3,more,big,high,Good
med,high,4,2,small,low,Bad
med,high,4,2,small,med,Bad
med,high,4,2,small,high,Bad
med,high,4,2,med,low,Bad
med,high,4,2,med,med,Bad
med,high,4,2,med,high,Bad
med,high,4,2,big,low,Bad
med,high,4,2,big,med,Bad
med,high,4,2,big,high,Bad
med,high,4,4,small,low,Bad
med,high,4,4,small,med,Bad
med,high,4,4,small,high,Good
med,high,4,4,med,low,Bad
med,high,4,4,med,med,Good
med,high,4,4,med,high,Good
med,high,4,4,big,low,Bad
med,high,4,4,big,med,Good
med,high,4,4,big,high,Good
med,high,4,more,small,low,Bad
med,high,4,more,small,med,Bad
med,high,4,more,small,high,Good
med,high,4,more,med,low,Bad
med,high,4,more,med,med,Good
med,high,4,more,med,high,Good
med,high,4,more,big,low,Bad
med,high,4,more,big,med,Good
med,high,4,more,big,high,Good
med,high,5more,2,small,low,Bad
med,high,5more,2,small,med,Bad
med,high,5more,2,small,high,Bad
med,high,5more,2,med,low,Bad
med,high,5more,2,med,med,Bad
med,high,5more,2,med,high,Bad
med,high,5more,2,big,low,Bad
med,high,5more,2,big,med,Bad
med,high,5more,2,big,high,Bad
med,high,5more,4,small,low,Bad
med,high,5more,4,small,med,Bad
med,high,5more,4,small,high,Good
med,high,5more,4,med,low,Bad
med,high,5more,4,med,med,Good
med,high,5more,4,med,high,Good
med,high,5more,4,big,low,Bad
med,high,5more,4,big,med,Good
med,high,5more,4,big,high,Good
med,high,5more,more,small,low,Bad
med,high,5more,more,small,med,Bad
med,high,5more,more,small,high,Good
med,high,5more,more,med,low,Bad
med,high,5more,more,med,med,Good
med,high,5more,more,med,high,Good
med,high,5more,more,big,low,Bad
med,high,5more,more,big,med,Good
med,high,5more,more,big,high,Good
med,med,2,2,small,low,Bad
med,med,2,2,small,med,Bad
med,med,2,2,small,high,Bad
med,med,2,2,med,low,Bad
med,med,2,2,med,med,Bad
med,med,2,2,med,high,Bad
med,med,2,2,big,low,Bad
med,med,2,2,big,med,Bad
med,med,2,2,big,high,Bad
med,med,2,4,small,low,Bad
med,med,2,4,small,med,Good
med,med,2,4,small,high,Good
med,med,2,4,med,low,Bad
med,med,2,4,med,med,Good
med,med,2,4,med,high,Good
med,med,2,4,big,low,Bad
med,med,2,4,big,med,Good
med,med,2,4,big,high,Good
med,med,2,more,small,low,Bad
med,med,2,more,small,med,Bad
med,med,2,more,small,high,Bad
med,med,2,more,med,low,Bad
med,med,2,more,med,med,Good
med,med,2,more,med,high,Good
med,med,2,more,big,low,Bad
med,med,2,more,big,med,Good
med,med,2,more,big,high,Good
med,med,3,2,small,low,Bad
med,med,3,2,small,med,Bad
med,med,3,2,small,high,Bad
med,med,3,2,med,low,Bad
med,med,3,2,med,med,Bad
med,med,3,2,med,high,Bad
med,med,3,2,big,low,Bad
med,med,3,2,big,med,Bad
med,med,3,2,big,high,Bad
med,med,3,4,small,low,Bad
med,med,3,4,small,med,Good
med,med,3,4,small,high,Good
med,med,3,4,med,low,Bad
med,med,3,4,med,med,Good
med,med,3,4,med,high,Good
med,med,3,4,big,low,Bad
med,med,3,4,big,med,Good
med,med,3,4,big,high,Good
med,med,3,more,small,low,Bad
med,med,3,more,small,med,Good
med,med,3,more,small,high,Good
med,med,3,more,med,low,Bad
med,med,3,more,med,med,Good
med,med,3,more,med,high,Good
med,med,3,more,big,low,Bad
med,med,3,more,big,med,Good
med,med,3,more,big,high,Good
med,med,4,2,small,low,Bad
med,med,4,2,small,med,Bad
med,med,4,2,small,high,Bad
med,med,4,2,med,low,Bad
med,med,4,2,med,med,Bad
med,med,4,2,med,high,Bad
med,med,4,2,big,low,Bad
med,med,4,2,big,med,Bad
med,med,4,2,big,high,Bad
med,med,4,4,small,low,Bad
med,med,4,4,small,med,Good
med,med,4,4,small,high,Good
med,med,4,4,med,low,Bad
med,med,4,4,med,med,Good
med,med,4,4,med,high,Good
med,med,4,4,big,low,Bad
med,med,4,4,big,med,Good
med,med,4,4,big,high,Good
med,med,4,more,small,low,Bad
med,med,4,more,small,med,Good
med,med,4,more,small,high,Good
med,med,4,more,med,low,Bad
med,med,4,more,med,med,Good
med,med,4,more,med,high,Good
med,med,4,more,big,low,Bad
med,med,4,more,big,med,Good
med,med,4,more,big,high,Good
med,med,5more,2,small,low,Bad
med,med,5more,2,small,med,Bad
med,med,5more,2,small,high,Bad
med,med,5more,2,med,low,Bad
med,med,5more,2,med,med,Bad
med,med,5more,2,med,high,Bad
med,med,5more,2,big,low,Bad
med,med,5more,2,big,med,Bad
med,med,5more,2,big,high,Bad
med,med,5more,4,small,low,Bad
med,med,5more,4,small,med,Good
med,med,5more,4,small,high,Good
med,med,5more,4,med,low,Bad
med,med,5more,4,med,med,Good
med,med,5more,4,med,high,Good
med,med,5more,4,big,low,Bad
med,med,5more,4,big,med,Good
med,med,5more,4,big,high,Good
med,med,5more,more,small,low,Bad
med,med,5more,more,small,med,Good
med,med,5more,more,small,high,Good
med,med,5more,more,med,low,Bad
med,med,5more,more,med,med,Good
med,med,5more,more,med,high,Good
med,med,5more,more,big,low,Bad
med,med,5more,more,big,med,Good
med,med,5more,more,big,high,Good
med,low,2,2,small,low,Bad
med,low,2,2,small,med,Bad
med,low,2,2,small,high,Bad
med,low,2,2,med,low,Bad
med,low,2,2,med,med,Bad
med,low,2,2,med,high,Bad
med,low,2,2,big,low,Bad
med,low,2,2,big,med,Bad
med,low,2,2,big,high,Bad
med,low,2,4,small,low,Bad
med,low,2,4,small,med,Good
med,low,2,4,small,high,Good
med,low,2,4,med,low,Bad
med,low,2,4,med,med,Good
med,low,2,4,med,high,Good
med,low,2,4,big,low,Bad
med,low,2,4,big,med,Good
med,low,2,4,big,high,Good
med,low,2,more,small,low,Bad
med,low,2,more,small,med,Bad
med,low,2,more,small,high,Bad
med,low,2,more,med,low,Bad
med,low,2,more,med,med,Good
med,low,2,more,med,high,Good
med,low,2,more,big,low,Bad
med,low,2,more,big,med,Good
med,low,2,more,big,high,Good
med,low,3,2,small,low,Bad
med,low,3,2,small,med,Bad
med,low,3,2,small,high,Bad
med,low,3,2,med,low,Bad
med,low,3,2,med,med,Bad
med,low,3,2,med,high,Bad
med,low,3,2,big,low,Bad
med,low,3,2,big,med,Bad
med,low,3,2,big,high,Bad
med,low,3,4,small,low,Bad
med,low,3,4,small,med,Good
med,low,3,4,small,high,Good
med,low,3,4,med,low,Bad
med,low,3,4,med,med,Good
med,low,3,4,med,high,Good
med,low,3,4,big,low,Bad
med,low,3,4,big,med,Good
med,low,3,4,big,high,Good
med,low,3,more,small,low,Bad
med,low,3,more,small,med,Good
med,low,3,more,small,high,Good
med,low,3,more,med,low,Bad
med,low,3,more,med,med,Good
med,low,3,more,med,high,Good
med,low,3,more,big,low,Bad
med,low,3,more,big,med,Good
med,low,3,more,big,high,Good
med,low,4,2,small,low,Bad
med,low,4,2,small,med,Bad
med,low,4,2,small,high,Bad
med,low,4,2,med,low,Bad
med,low,4,2,med,med,Bad
med,low,4,2,med,high,Bad
med,low,4,2,big,low,Bad
med,low,4,2,big,med,Bad
med,low,4,2,big,high,Bad
med,low,4,4,small,low,Bad
med,low,4,4,small,med,Good
med,low,4,4,small,high,Good
med,low,4,4,med,low,Bad
med,low,4,4,med,med,Good
med,low,4,4,med,high,Good
med,low,4,4,big,low,Bad
med,low,4,4,big,med,Good
med,low,4,4,big,high,Good
med,low,4,more,small,low,Bad
med,low,4,more,small,med,Good
med,low,4,more,small,high,Good
med,low,4,more,med,low,Bad
med,low,4,more,med,med,Good
med,low,4,more,med,high,Good
med,low,4,more,big,low,Bad
med,low,4,more,big,med,Good
med,low,4,more,big,high,Good
med,low,5more,2,small,low,Bad
med,low,5more,2,small,med,Bad
med,low,5more,2,small,high,Bad
med,low,5more,2,med,low,Bad
med,low,5more,2,med,med,Bad
med,low,5more,2,med,high,Bad
med,low,5more,2,big,low,Bad
med,low,5more,2,big,med,Bad
med,low,5more,2,big,high,Bad
med,low,5more,4,small,low,Bad
med,low,5more,4,small,med,Good
med,low,5more,4,small,high,Good
med,low,5more,4,med,low,Bad
med,low,5more,4,med,med,Good
med,low,5more,4,med,high,Good
med,low,5more,4,big,low,Bad
med,low,5more,4,big,med,Good
med,low,5more,4,big,high,Good
med,low,5more,more,small,low,Bad
med,low,5more,more,small,med,Good
med,low,5more,more,small,high,Good
med,low,5more,more,med,low,Bad
med,low,5more,more,med,med,Good
med,low,5more,more,med,high,Good
med,low,5more,more,big,low,Bad
med,low,5more,more,big,med,Good
med,low,5more,more,big,high,Good
low,vhigh,2,2,small,low,Bad
low,vhigh,2,2,small,med,Bad
low,vhigh,2,2,small,high,Bad
low,vhigh,2,2,med,low,Bad
low,vhigh,2,2,med,med,Bad
low,vhigh,2,2,med,high,Bad
low,vhigh,2,2,big,low,Bad
low,vhigh,2,2,big,med,Bad
low,vhigh,2,2,big,high,Bad
low,vhigh,2,4,small,low,Bad
low,vhigh,2,4,small,med,Bad
low,vhigh,2,4,small,high,Good
low,vhigh,2,4,med,low,Bad
low,vhigh,2,4,med,med,Bad
low,vhigh,2,4,med,high,Good
low,vhigh,2,4,big,low,Bad
low,vhigh,2,4,big,med,Good
low,vhigh,2,4,big,high,Good
low,vhigh,2,more,small,low,Bad
low,vhigh,2,more,small,med,Bad
low,vhigh,2,more,small,high,Bad
low,vhigh,2,more,med,low,Bad
low,vhigh,2,more,med,med,Bad
low,vhigh,2,more,med,high,Good
low,vhigh,2,more,big,low,Bad
low,vhigh,2,more,big,med,Good
low,vhigh,2,more,big,high,Good
low,vhigh,3,2,small,low,Bad
low,vhigh,3,2,small,med,Bad
low,vhigh,3,2,small,high,Bad
low,vhigh,3,2,med,low,Bad
low,vhigh,3,2,med,med,Bad
low,vhigh,3,2,med,high,Bad
low,vhigh,3,2,big,low,Bad
low,vhigh,3,2,big,med,Bad
low,vhigh,3,2,big,high,Bad
low,vhigh,3,4,small,low,Bad
low,vhigh,3,4,small,med,Bad
low,vhigh,3,4,small,high,Good
low,vhigh,3,4,med,low,Bad
low,vhigh,3,4,med,med,Bad
low,vhigh,3,4,med,high,Good
low,vhigh,3,4,big,low,Bad
low,vhigh,3,4,big,med,Good
low,vhigh,3,4,big,high,Good
low,vhigh,3,more,small,low,Bad
low,vhigh,3,more,small,med,Bad
low,vhigh,3,more,small,high,Good
low,vhigh,3,more,med,low,Bad
low,vhigh,3,more,med,med,Good
low,vhigh,3,more,med,high,Good
low,vhigh,3,more,big,low,Bad
low,vhigh,3,more,big,med,Good
low,vhigh,3,more,big,high,Good
low,vhigh,4,2,small,low,Bad
low,vhigh,4,2,small,med,Bad
low,vhigh,4,2,small,high,Bad
low,vhigh,4,2,med,low,Bad
low,vhigh,4,2,med,med,Bad
low,vhigh,4,2,med,high,Bad
low,vhigh,4,2,big,low,Bad
low,vhigh,4,2,big,med,Bad
low,vhigh,4,2,big,high,Bad
low,vhigh,4,4,small,low,Bad
low,vhigh,4,4,small,med,Bad
low,vhigh,4,4,small,high,Good
low,vhigh,4,4,med,low,Bad
low,vhigh,4,4,med,med,Good
low,vhigh,4,4,med,high,Good
low,vhigh,4,4,big,low,Bad
low,vhigh,4,4,big,med,Good
low,vhigh,4,4,big,high,Good
low,vhigh,4,more,small,low,Bad
low,vhigh,4,more,small,med,Bad
low,vhigh,4,more,small,high,Good
low,vhigh,4,more,med,low,Bad
low,vhigh,4,more,med,med,Good
low,vhigh,4,more,med,high,Good
low,vhigh,4,more,big,low,Bad
low,vhigh,4,more,big,med,Good
low,vhigh,4,more,big,high,Good
low,vhigh,5more,2,small,low,Bad
low,vhigh,5more,2,small,med,Bad
low,vhigh,5more,2,small,high,Bad
low,vhigh,5more,2,med,low,Bad
low,vhigh,5more,2,med,med,Bad
low,vhigh,5more,2,med,high,Bad
low,vhigh,5more,2,big,low,Bad
low,vhigh,5more,2,big,med,Bad
low,vhigh,5more,2,big,high,Bad
low,vhigh,5more,4,small,low,Bad
low,vhigh,5more,4,small,med,Bad
low,vhigh,5more,4,small,high,Good
low,vhigh,5more,4,med,low,Bad
low,vhigh,5more,4,med,med,Good
low,vhigh,5more,4,med,high,Good
low,vhigh,5more,4,big,low,Bad
low,vhigh,5more,4,big,med,Good
low,vhigh,5more,4,big,high,Good
low,vhigh,5more,more,small,low,Bad
low,vhigh,5more,more,small,med,Bad
low,vhigh,5more,more,small,high,Good
low,vhigh,5more,more,med,low,Bad
low,vhigh,5more,more,med,med,Good
low,vhigh,5more,more,med,high,Good
low,vhigh,5more,more,big,low,Bad
low,vhigh,5more,more,big,med,Good
low,vhigh,5more,more,big,high,Good
low,high,2,2,small,low,Bad
low,high,2,2,small,med,Bad
low,high,2,2,small,high,Bad
low,high,2,2,med,low,Bad
low,high,2,2,med,med,Bad
low,high,2,2,med,high,Bad
low,high,2,2,big,low,Bad
low,high,2,2,big,med,Bad
low,high,2,2,big,high,Bad
low,high,2,4,small,low,Bad
low,high,2,4,small,med,Good
low,high,2,4,small,high,Good
low,high,2,4,med,low,Bad
low,high,2,4,med,med,Good
low,high,2,4,med,high,Good
low,high,2,4,big,low,Bad
low,high,2,4,big,med,Good
low,high,2,4,big,high,Good
low,high,2,more,small,low,Bad
low,high,2,more,small,med,Bad
low,high,2,more,small,high,Bad
low,high,2,more,med,low,Bad
low,high,2,more,med,med,Good
low,high,2,more,med,high,Good
low,high,2,more,big,low,Bad
low,high,2,more,big,med,Good
low,high,2,more,big,high,Good
low,high,3,2,small,low,Bad
low,high,3,2,small,med,Bad
low,high,3,2,small,high,Bad
low,high,3,2,med,low,Bad
low,high,3,2,med,med,Bad
low,high,3,2,med,high,Bad
low,high,3,2,big,low,Bad
low,high,3,2,big,med,Bad
low,high,3,2,big,high,Bad
low,high,3,4,small,low,Bad
low,high,3,4,small,med,Good
low,high,3,4,small,high,Good
low,high,3,4,med,low,Bad
low,high,3,4,med,med,Good
low,high,3,4,med,high,Good
low,high,3,4,big,low,Bad
low,high,3,4,big,med,Good
low,high,3,4,big,high,Good
low,high,3,more,small,low,Bad
low,high,3,more,small,med,Good
low,high,3,more,small,high,Good
low,high,3,more,med,low,Bad
low,high,3,more,med,med,Good
low,high,3,more,med,high,Good
low,high,3,more,big,low,Bad
low,high,3,more,big,med,Good
low,high,3,more,big,high,Good
low,high,4,2,small,low,Bad
low,high,4,2,small,med,Bad
low,high,4,2,small,high,Bad
low,high,4,2,med,low,Bad
low,high,4,2,med,med,Bad
low,high,4,2,med,high,Bad
low,high,4,2,big,low,Bad
low,high,4,2,big,med,Bad
low,high,4,2,big,high,Bad
low,high,4,4,small,low,Bad
low,high,4,4,small,med,Good
low,high,4,4,small,high,Good
low,high,4,4,med,low,Bad
low,high,4,4,med,med,Good
low,high,4,4,med,high,Good
low,high,4,4,big,low,Bad
low,high,4,4,big,med,Good
low,high,4,4,big,high,Good
low,high,4,more,small,low,Bad
low,high,4,more,small,med,Good
low,high,4,more,small,high,Good
low,high,4,more,med,low,Bad
low,high,4,more,med,med,Good
low,high,4,more,med,high,Good
low,high,4,more,big,low,Bad
low,high,4,more,big,med,Good
low,high,4,more,big,high,Good
low,high,5more,2,small,low,Bad
low,high,5more,2,small,med,Bad
low,high,5more,2,small,high,Bad
low,high,5more,2,med,low,Bad
low,high,5more,2,med,med,Bad
low,high,5more,2,med,high,Bad
low,high,5more,2,big,low,Bad
low,high,5more,2,big,med,Bad
low,high,5more,2,big,high,Bad
low,high,5more,4,small,low,Bad
low,high,5more,4,small,med,Good
low,high,5more,4,small,high,Good
low,high,5more,4,med,low,Bad
low,high,5more,4,med,med,Good
low,high,5more,4,med,high,Good
low,high,5more,4,big,low,Bad
low,high,5more,4,big,med,Good
low,high,5more,4,big,high,Good
low,high,5more,more,small,low,Bad
low,high,5more,more,small,med,Good
low,high,5more,more,small,high,Good
low,high,5more,more,med,low,Bad
low,high,5more,more,med,med,Good
low,high,5more,more,med,high,Good
low,high,5more,more,big,low,Bad
low,high,5more,more,big,med,Good
low,high,5more,more,big,high,Good
low,med,2,2,small,low,Bad
low,med,2,2,small,med,Bad
low,med,2,2,small,high,Bad
low,med,2,2,med,low,Bad
low,med,2,2,med,med,Bad
low,med,2,2,med,high,Bad
low,med,2,2,big,low,Bad
low,med,2,2,big,med,Bad
low,med,2,2,big,high,Bad
low,med,2,4,small,low,Bad
low,med,2,4,small,med,Good
low,med,2,4,small,high,Good
low,med,2,4,med,low,Bad
low,med,2,4,med,med,Good
low,med,2,4,med,high,Good
low,med,2,4,big,low,Bad
low,med,2,4,big,med,Good
low,med,2,4,big,high,Good
low,med,2,more,small,low,Bad
low,med,2,more,small,med,Bad
low,med,2,more,small,high,Bad
low,med,2,more,med,low,Bad
low,med,2,more,med,med,Good
low,med,2,more,med,high,Good
low,med,2,more,big,low,Bad
low,med,2,more,big,med,Good
low,med,2,more,big,high,Good
low,med,3,2,small,low,Bad
low,med,3,2,small,med,Bad
low,med,3,2,small,high,Bad
low,med,3,2,med,low,Bad
low,med,3,2,med,med,Bad
low,med,3,2,med,high,Bad
low,med,3,2,big,low,Bad
low,med,3,2,big,med,Bad
low,med,3,2,big,high,Bad
low,med,3,4,small,low,Bad
low,med,3,4,small,med,Good
low,med,3,4,small,high,Good
low,med,3,4,med,low,Bad
low,med,3,4,med,med,Good
low,med,3,4,med,high,Good
low,med,3,4,big,low,Bad
low,med,3,4,big,med,Good
low,med,3,4,big,high,Good
low,med,3,more,small,low,Bad
low,med,3,more,small,med,Good
low,med,3,more,small,high,Good
low,med,3,more,med,low,Bad
low,med,3,more,med,med,Good
low,med,3,more,med,high,Good
low,med,3,more,big,low,Bad
low,med,3,more,big,med,Good
low,med,3,more,big,high,Good
low,med,4,2,small,low,Bad
low,med,4,2,small,med,Bad
low,med,4,2,small,high,Bad
low,med,4,2,med,low,Bad
low,med,4,2,med,med,Bad
low,med,4,2,med,high,Bad
low,med,4,2,big,low,Bad
low,med,4,2,big,med,Bad
low,med,4,2,big,high,Bad
low,med,4,4,small,low,Bad
low,med,4,4,small,med,Good
low,med,4,4,small,high,Good
low,med,4,4,med,low,Bad
low,med,4,4,med,med,Good
low,med,4,4,med,high,Good
low,med,4,4,big,low,Bad
low,med,4,4,big,med,Good
low,med,4,4,big,high,Good
low,med,4,more,small,low,Bad
low,med,4,more,small,med,Good
low,med,4,more,small,high,Good
low,med,4,more,med,low,Bad
